"status","file","bytes","sha256","url"
"ok","normattiva-dlgs-18-2012-contabilita-universita.html","102400","65E1AF5232A2A2A47D98EF63C8BA1E11CE04C1796EA48F5B092D6B1DCC00FC97","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2012-01-27;18!vig=/"
"ok","normattiva-legge-240-2010-universita.html","83335","8D6DBFB29133841D28D8202AFAF15A2451C12A0FCDC8FECD46649D82CB266867","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2010-12-30;240!vig=/"
"ok","normattiva-dlgs-175-2016-societa-partecipate.html","85520","6DCE7212CF259321AAB8E72C1DBC463C6ED6A3B19C3A9F3D4488ADAFD2231E6B","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2016-08-19;175!vig=/"
"ok","normattiva-dlgs-36-2023-contratti-pubblici.html","345012","85EA246E823B239474659F24A746A3FE4B2E8D86BE3CF095DA228EAA527B83B7","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2023-03-31;36!vig=/"
"ok","normattiva-dlgs-209-2024-correttivo-contratti-pubblici.html","108656","630A739403887A98223DF90EF4F9F89DEEEB48F069B216927AC51293EC1BFE2C","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2024-12-31;209!vig=/"
"ok","normattiva-legge-136-2010-tracciabilita-flussi-finanziari.html","104422","E220B4176BE3F87FE8BF9E97231D75D0E06F60D3A786BE9A13F1E2A7B3162AAF","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2010-08-13;136!vig=/"
"ok","normattiva-dm-55-2013-fatturazione-elettronica-pa.html","92623","0AEFA49F3D182858D09DCC2EDBDAE0D9450361AF9E4F1A7451E330F1AF12534D","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto:2013-04-03;55!vig=/"
"ok","normattiva-dlgs-231-2002-ritardi-pagamento.html","79411","227023FB75C1BD042BB4D960D26F649EC92DA890EF5F9E6DC0092EB5FFB1E068","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2002-10-09;231!vig=/"
"ok","normattiva-dl-66-2014-debiti-commerciali-pagamenti-pa.html","105052","B5FAA3897429E24C62645D6DB45C0F559EDBCD54C60ADA3EF1003A3B3FC84E75","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:2014-04-24;66!vig=/"
"ok","normattiva-dl-77-2021-governance-pnrr.html","137912","AB1829749721F4AAA45CED0B1D4A857376F15F56723A66F36343D48CC432D77A","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:2021-05-31;77!vig=/"
"ok","normattiva-dl-13-2023-pnrr-pnc-politiche-coesione.html","131121","F2CBBD3F47D0672E053F7B98E77F88932537FC166B839D5C3CB52469A3E46503","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:2023-02-24;13!vig=/"
"ok","rgs-legge-196-2009-pdf.pdf","714046","04EE5EFF9ADD471F33DA881AAA244293D3CC1A7EDF4FB112E647619235BEFB22","https://www.rgs.mef.gov.it/_Documenti/VERSIONE-I/Selezione_normativa/L-/L31-12-2009_196.pdf"
"ok","rgs-arconet-dlgs-118-2011-coordinato.pdf","838441","C5F263D4C6A54CA608776A309E069C3858A1547568FDF1B6055BE2723779F21B","https://www.rgs.mef.gov.it/_Documenti/VERSIONE-I/e-GOVERNME1/ARCONET/Normativa/Dlgs_118-2011_coordinato_con_il_Dlgs_126-2014.pdf"
"ok","rgs-arconet-dm-aggiornamento-allegati-118.pdf","1381742","D26B0E58CA74AD923011DD81DF02CC7B4EB1AEEA877F85C32AC8AA0F9F7F08B0","https://www.rgs.mef.gov.it/_Documenti/VERSIONE-I/e-GOVERNME1/ARCONET/Normativa/DM-aggiornamento-allegati-118.pdf"
"ok","openbdap-bilancio-stato.html","246937","4B8328B20FF9AD41947CDD4089BA2F588389DDE970FB2A401C55C2837116EE25","https://openbdap.rgs.mef.gov.it/it/BDS"
"ok","openbdap-viaggio-bilancio-stato.html","233701","AB0B4988B366C62E9C734C4205F9A6AB2F796C5BC5C8DD685663FFCC2BF4EF59","https://openbdap.rgs.mef.gov.it/it/Home/ViaggioNelBilancio"
"ok","openbdap-manovra-finanza-pubblica.html","229966","70C3C682371CC9ABE6AC2F86C083DAEBF98A4D3D45A1B98F67E3EF487DD5BB44","https://openbdap.rgs.mef.gov.it/IT/Home/LaManovra"
"ok","openbdap-finanza-enti-territoriali.html","240192","B0A6C5839F3087EEEFE9154395EE7A7455C839210A1B97C7C7AB7F1561C83817","https://openbdap.rgs.mef.gov.it/IT/FET"
"ok","openbdap-armonizzazione-enti-territoriali.html","226349","07FE54BFAEB55BD965C7DB7A14C164824C6ACEE51812809677062B4CCAE3DD17","https://openbdap.rgs.mef.gov.it/it/Home/IlBilancioDegliEntiTerritoriali"
"ok","openbdap-conti-pubblici-contabilita-nazionale-cassa.html","233238","8D1170BDFA957A6BEDED98FF6C56665EE7409CF593BA0BF75BA73E84FBE369AF","https://openbdap.rgs.mef.gov.it/it/Home/ContiPubbliciContabilitaNazionale"
"ok","siope-home.html","8527","8A36F5A2A1E04DE16C5DFFC8041CA5C5F8DA95B08B3543EDAFBFF47CCCCD4612","https://www.siope.it/"
"ok","siope-guida-sito.pdf","146189","1CFC2E69078DFA2D3CDBC42779F21C47D669B3C848C9D9880874037D16E42F50","https://www.siope.it/Siope/html/help_on_line.pdf"
"ok","mur-contabilita-bilanci-universita.html","188909","D6BDA8C7DC210C3C9FF596F9175770C1541A87164102214FB277CE4C41FDBDD1","https://www.mur.gov.it/it/aree-tematiche/universita/programmazione-e-finanziamenti/contabilita-e-bilanci"
"ok","coep-mur-normativa.html","24028","A2E68B6C9236E2E72B940A4B02AAF6FB3E55D0A20820D08E92C98BB8C4037737","https://coep.mur.gov.it/web/index.php?action=normativa"
"ok","mur-decreto-34-2025-principi-contabili-universita.html","185270","29FB43ACAC9109DA4C39458D0CC5BF8457DB71D4CEAF42B12EF22C02F2E1CEE3","https://www.mur.gov.it/it/atti-e-normativa/decreto-mur-mef-n-34-del-15-1-2025"
"ok","italiadomani-pnrr-home.html","88825","D4447F270B953506B201F642C49E7D2DDA65DACD44E74A69DF681A3AA145C796","https://www.italiadomani.gov.it/it/home.html"
"ok","italiadomani-monitoraggio.html","50502","9FCE5F50A8F2A1C9D4579341F5919FC4435677A3715679A6869ABF56DC628FAE","https://www.italiadomani.gov.it/it/Interventi/monitoraggio.html"
"ok","openbdap-legge-bilancio-2026-2028-news.html","213136","A740EA8836E768634C3A9EA27A2AA7F516875CC318F154F7E0C9A709D50F4718","https://openbdap.rgs.mef.gov.it/it/News/Index/582"
"ok","openbdap-rendiconto-bilancio-stato-2024-news.html","212536","BEB9A9503858A10B0B3AD2E306C63DFD3A3A197BEABE372377B49C6DB8631C1A","https://openbdap.rgs.mef.gov.it/it/News/Index/556"
"ok","normattiva-legge-163-2016-riforma-bilancio-stato.html","116011","CAD51C9B5A9436BCF465AC03468A7ABDF5037911039980894D0005EC5D68B10C","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2016-08-04;163!vig=/"
"ok","normattiva-dl-174-2012-controlli-enti-locali.html","94244","7917820A4C564BDCA6DFF5C27BB3D9FD9B05E3BF4EB9C3B1B470E258A0ACBA2A","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:2012-10-10;174!vig=/"
"ok","normattiva-dlgs-279-1997-gestione-bilancio-contabilita-economica.html","93225","B41972CEAD60358199372EEF7295030C819EA79DD61C2A928663848174789FFD","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997-08-07;279!vig=/"
"ok","normattiva-legge-3-2003-cup-investimenti-pubblici.html","95074","02F6E46CDCB38CB609A908BD02B4BF55A712B7C4CE75566817DC5404C12DD21A","https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2003-01-16;3!vig=/"
"ok","openbdap-dfp-2026-news.html","213655","C1C9E124C234AC1711FF64657D85BE66044B7B22DCA4448499AA39161A2D9B88","https://openbdap.rgs.mef.gov.it/it/News/Index/611"
"ok","openbdap-dpfp-2025-news.html","213659","30F3BA198B3190B7EFD31EF509C6EC9B5534149CEF059F7F672C36D84AC0C62B","https://openbdap.rgs.mef.gov.it/it/News/Index/560"
"ok","openbdap-psbmt-2025-2029-news.html","214102","60BC8E5EEBB038B6DEB1A958DB34821C7BBD081579CD76BF67648D9EA1C860EE","https://openbdap.rgs.mef.gov.it/it/News/Index/472"
"ok","mef-piano-strutturale-bilancio-medio-termine-italia-2025-2029.pdf","3491740","50D9F69AFCE1F2E8F14182D7696DEB42157213D4CC45309D6799F8F68A137DA0","https://www.mef.gov.it/export/sites/MEF/inevidenza/2024/Piano-strutturale-di-bilancio-e-di-medio-termine-Italia-2025-2029.pdf"
"ok","normattiva-legge-7-gennaio-2026-n-1-corte-dei-conti-responsabilita-erariale.html","99266","5CDFB66E783C77E83D0840F7C79085A3031D2049F8C409073B3C487A792E1DC1","https://www.normattiva.it/eli/id/2026/01/07/25G00211/ORIGINAL"
